問題ID,年度,セクション,問題番号,正答,正答率,英語問題,画像問題,連問,計算問題,問題文,症例文,選択肢,Web表示用,タグ,最終更新,ソース,コンテンツ,データ状態
118D46,118,D,46,b,69.5,No,No,No,No,"65歳の男性。定期受診で来院した。自宅近くの診療所を糖尿病と高血圧症で通院し、ビグアナイド薬、DPP-4阻害薬およびアンジオテンシン受容体拮抗薬が処方されている。自覚症状はない。喫煙歴と飲酒歴はない。運動に毎日7,000歩を歩いている。身長164cm、体重60kg。脈拍 72/分、整。血圧118/72mmHg。家庭血圧120台/70台。胸部と腹部とに異常を認めない。アキレス腱反射は両側で消失している。尿所見: 蛋白3+,潜血(-),沈渣に赤血球1〜2/HPF,白血球 0〜1/HPF,円柱はない。随時尿の尿蛋白500mg/dL、尿クレアチニン 250 mg/dL。血液所見: 赤血球 300 万、Hb 10.0 g/dL、Ht 33 %、白血球 6,200、血小板 31 万。血液生化学所見: 尿素窒素 25 mg/dL、クレアチニン 1.2 mg/dL、eGFR 48.0mL/分/1.73m2,尿酸 6.0 mg/dL、血糖 120 mg/dL、HbA1c 7.2 % (基準4.9〜6.0)、Na 142 mEq/L、K 5.0 mEq/L、Cl 108 mEq/L。この患者の腎機能低下を抑制するために追加する薬剤はどれか。",,"a. 尿酸降下薬
b. SGLT2阻害薬
c. カルシウム拮抗薬
d. スルホニル尿素薬
e. 陽イオン交換樹脂製剤","118D46
65歳の男性。定期受診で来院した。自宅近くの診療所を糖尿病と高血圧症で通院し、ビグアナイド薬、DPP-4阻害薬およびアンジオテンシン受容体拮抗薬が処方されている。自覚症状はない。喫煙歴と飲酒歴はない。運動に毎日7,000歩を歩いている。身長164cm、体重60kg。脈拍 72/分、整。血圧118/72mmHg。家庭血圧120台/70台。胸部と腹部とに異常を認めない。アキレス腱反射は両側で消失している。尿所見: 蛋白3+,潜血(-),沈渣に赤血球1〜2/HPF,白血球 0〜1/HPF,円柱はない。随時尿の尿蛋白500mg/dL、尿クレアチニン 250 mg/dL。血液所見: 赤血球 300 万、Hb 10.0 g/dL、Ht 33 %、白血球 6,200、血小板 31 万。血液生化学所見: 尿素窒素 25 mg/dL、クレアチニン 1.2 mg/dL、eGFR 48.0mL/分/1.73m2,尿酸 6.0 mg/dL、血糖 120 mg/dL、HbA1c 7.2 % (基準4.9〜6.0)、Na 142 mEq/L、K 5.0 mEq/L、Cl 108 mEq/L。この患者の腎機能低下を抑制するために追加する薬剤はどれか。

a 尿酸降下薬
b SGLT2阻害薬
c カルシウム拮抗薬
d スルホニル尿素薬
e 陽イオン交換樹脂製剤",,2025年8月17日 23:07 (JST),base_data,"解答:
正解:b(正答率 69.5%)",notion_existing
118D47,118,D,47,e,76.8,No,Yes,No,No,34歳の男性。健診で胸部異常陰影を指摘され来院した。今までに胸部異常陰影を指摘されたことはなく、咳と痰の症状はない。体温35.9°C。脈拍 64/分、整。血圧132/84mmHg。呼吸数16/分。SpO2 98%(room air)。心音と呼吸音とに異常を認めない。胸部造影CTを次に示す。 最も考えられるのはどれか。,,"a. 胸腺腫瘍
b. 胸膜中皮腫
c. 成熟奇形腫
d. 悪性リンパ腫
e. 神経原性腫瘍","118D47
34歳の男性。健診で胸部異常陰影を指摘され来院した。今までに胸部異常陰影を指摘されたことはなく、咳と痰の症状はない。体温35.9°C。脈拍 64/分、整。血圧132/84mmHg。呼吸数16/分。SpO2 98%(room air)。心音と呼吸音とに異常を認めない。胸部造影CTを次に示す。 最も考えられるのはどれか。

a 胸腺腫瘍
b 胸膜中皮腫
c 成熟奇形腫
d 悪性リンパ腫
e 神経原性腫瘍",画像問題,2025年8月17日 23:07 (JST),base_data,"解答:
正解:e(正答率 76.8%)",notion_existing
118D48,118,D,48,e,95.6,No,No,No,No,3歳の女児。3歳児健康診査で初めて心雑音を指摘され、両親に連れられて来院した。保育園での生活に支障はないという。既往歴と家族歴に特記すべきことはない。心音はII音の固定性分裂を認める。胸骨左縁第2肋間を最強点とするLevine 2/6の収縮期雑音と胸骨左縁下部を中心にLevine 2/6の拡張期雑音とを聴取する。腹部は平坦、軟で、肝を触知しない。心エコー検査では直径12mm程度の心房中隔欠損症を認め、右心房と右心室の拡大を伴う。肺高血圧症を示唆する所見はない。 心房中隔欠損症に関する両親への説明で適切なのはどれか。,,"a. 「遺伝性の発症が多い疾患です」
b. 「保育園での運動は控えましょう」
c. 「小児期に不整脈を生じることが多いです」
d. 「心臓の負担をとるために塩分制限が必要です」
e. 「適切なタイミングで欠損孔の閉鎖治療が必要か考えます」","118D48
3歳の女児。3歳児健康診査で初めて心雑音を指摘され、両親に連れられて来院した。保育園での生活に支障はないという。既往歴と家族歴に特記すべきことはない。心音はII音の固定性分裂を認める。胸骨左縁第2肋間を最強点とするLevine 2/6の収縮期雑音と胸骨左縁下部を中心にLevine 2/6の拡張期雑音とを聴取する。腹部は平坦、軟で、肝を触知しない。心エコー検査では直径12mm程度の心房中隔欠損症を認め、右心房と右心室の拡大を伴う。肺高血圧症を示唆する所見はない。 心房中隔欠損症に関する両親への説明で適切なのはどれか。

a 「遺伝性の発症が多い疾患です」
b 「保育園での運動は控えましょう」
c 「小児期に不整脈を生じることが多いです」
d 「心臓の負担をとるために塩分制限が必要です」
e 「適切なタイミングで欠損孔の閉鎖治療が必要か考えます」",,2025年8月17日 23:07 (JST),base_data,"解答:
正解:e(正答率 95.6%)",notion_existing
118D49,118,D,49,a,90.1,No,Yes,No,No,"28歳の女性(0妊0産)。胚移植施行後翌日に腹痛と呼吸困難を主訴に来院した。1年前から多囊胞性卵巣症候群と診断され、不妊治療を受けていた。排卵誘発薬を用いた体外受精・胚移植を受けた。身長170cm、体重71kg。体温36.6°C。脈拍 76/分、整。血圧102/60mmHg。心音と呼吸音とに異常を認めない。腹部は膨満。内診で両側付属器の腫大を触知する。血液所見: 赤血球 490 万、Hb 16.6 g/dL、Ht 52 %、白血球 14,000、血小板 26 万。血液生化学所見: 総蛋白 6.8 g/dL、アルブミン 3.9 g/dL、AST 30 U/L、ALT 24 U/L、BUN 12mg/dL、クレアチニン 0.7 mg/dL、Na 142 mEq/L、K 3.2 mEq/L、Cl 98 mEq/L。腹部超音波像を次に示す。 まず行う治療はどれか。",,"a. 輸液
b. 血漿交換
c. 抗菌薬投与
d. 付属器摘出術
e. アルブミン製剤投与","118D49
28歳の女性(0妊0産)。胚移植施行後翌日に腹痛と呼吸困難を主訴に来院した。1年前から多囊胞性卵巣症候群と診断され、不妊治療を受けていた。排卵誘発薬を用いた体外受精・胚移植を受けた。身長170cm、体重71kg。体温36.6°C。脈拍 76/分、整。血圧102/60mmHg。心音と呼吸音とに異常を認めない。腹部は膨満。内診で両側付属器の腫大を触知する。血液所見: 赤血球 490 万、Hb 16.6 g/dL、Ht 52 %、白血球 14,000、血小板 26 万。血液生化学所見: 総蛋白 6.8 g/dL、アルブミン 3.9 g/dL、AST 30 U/L、ALT 24 U/L、BUN 12mg/dL、クレアチニン 0.7 mg/dL、Na 142 mEq/L、K 3.2 mEq/L、Cl 98 mEq/L。腹部超音波像を次に示す。 まず行う治療はどれか。

a 輸液
b 血漿交換
c 抗菌薬投与
d 付属器摘出術
e アルブミン製剤投与",画像問題,2025年8月17日 23:07 (JST),base_data,"解答:
正解:a(正答率 90.1%)",notion_existing
118D5,118,D,5,b,86.9,No,No,No,No,成人の鼠径ヘルニアで正しいのはどれか。,,"a. 高齢女性に多い。
b. 外ヘルニアである。
c. 内鼠径ヘルニアの頻度が高い。
d. 腹膜鞘状突起の閉鎖不全が原因である。
e. 開腹手術の既往はリスクファクターである。","118D5
成人の鼠径ヘルニアで正しいのはどれか。

a 高齢女性に多い。
b 外ヘルニアである。
c 内鼠径ヘルニアの頻度が高い。
d 腹膜鞘状突起の閉鎖不全が原因である。
e 開腹手術の既往はリスクファクターである。",,2025年8月17日 23:05 (JST),base_data,"解答:
正解:b(正答率 86.9%)",notion_existing
118D50,118,D,50,b,81.6,No,No,No,No,30歳の女性。夜間の息苦しさを主訴に来院した。生来健康であったが、半年前から夜中に息苦しさのため目覚めるようになった。咳、痰も半年前から毎日ある。喫煙歴はない。1年前からネコを飼っている。心音と呼吸音とに異常を認めない。胸部X線写真で異常を認めない。β2受容体刺激薬吸入前後の呼吸機能検査の結果を表に示す。 診断はどれか。,,"a. 過敏性肺炎
b. 気管支喘息
c. 慢性気管支炎
d. うっ血性心不全
e. 睡眠時無呼吸症候群","118D50
30歳の女性。夜間の息苦しさを主訴に来院した。生来健康であったが、半年前から夜中に息苦しさのため目覚めるようになった。咳、痰も半年前から毎日ある。喫煙歴はない。1年前からネコを飼っている。心音と呼吸音とに異常を認めない。胸部X線写真で異常を認めない。β2受容体刺激薬吸入前後の呼吸機能検査の結果を表に示す。 診断はどれか。

a 過敏性肺炎
b 気管支喘息
c 慢性気管支炎
d うっ血性心不全
e 睡眠時無呼吸症候群",,2025年8月17日 23:08 (JST),base_data,"解答:
正解:b(正答率 81.6%)",notion_existing
118D51,118,D,51,e,85.3,No,Yes,No,No,26歳の女性(0妊0産)。子宮頸がん検診で異常を指摘され来院した。4年前の子宮頸がん検診では異常がなかった。既往歴と家族歴に特記すべきことはない。喫煙歴は20本/日を20歳から5年間。飲酒は機会飲酒。内診および経腟超音波検査で子宮と卵巣に異常を認めない。腟鏡診では、子宮腟部に肉眼的異常を認めない。酢酸加工後のコルポスコピー写真を次に示す。 診断はどれか。,,"a. Behçet病
b. Bowen病
c. 慢性頸管炎
d. 子宮頸部腺癌
e. 子宮頸部上皮内腫瘍〈CIN〉","118D51
26歳の女性(0妊0産)。子宮頸がん検診で異常を指摘され来院した。4年前の子宮頸がん検診では異常がなかった。既往歴と家族歴に特記すべきことはない。喫煙歴は20本/日を20歳から5年間。飲酒は機会飲酒。内診および経腟超音波検査で子宮と卵巣に異常を認めない。腟鏡診では、子宮腟部に肉眼的異常を認めない。酢酸加工後のコルポスコピー写真を次に示す。 診断はどれか。

a Behçet病
b Bowen病
c 慢性頸管炎
d 子宮頸部腺癌
e 子宮頸部上皮内腫瘍〈CIN〉",画像問題,2025年8月17日 23:08 (JST),base_data,"解答:
正解:e(正答率 85.3%)",notion_existing
118D52,118,D,52,a,89.6,No,No,No,No,"19歳の男性。白血球増多の精査を目的に来院した。1週間前に発熱と咽頭痛が出現し自宅近くの診療所を受診した際、白血球増多を指摘されたため紹介受診した。体温37.8°C。脈拍 92/分、整。血圧118/76mmHg。眼瞼結膜と眼球結膜とに異常を認めない。両側扁桃の発赤と腫大があり、表面に白苔を認める。両側頸部に径2cmの圧痛を伴うリンパ節を複数触知する。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肋骨弓下に肝を2cm触知する。脾は触知しない。血液所見: 赤血球 493 万、Hb 14.3 g/dL、Ht 44 %、白血球 26,000(桿状核好中球1%、分葉核好中球7%、好酸球0%、好塩基球0%、単球2%、リンパ球75%、異型リンパ球15%),血小板 18 万。血液生化学所見: 総ビリルビン 1.3 mg/dL、直接ビリルビン 0.7 mg/dL、AST 202 U/L、ALT 268 U/L、LD 637 U/L (基準124〜222)、ALP 306 U/L (基準38〜113)、クレアチニン 0.9 mg/dL、尿酸 7.1 mg/dL.CRP 0.9 mg/dL。この患者への対応で適切なのはどれか。",,"a. 経過観察
b. 血漿交換
c. アシクロビル投与
d. アンピシリン投与
e. 殺細胞性抗癌薬投与","118D52
19歳の男性。白血球増多の精査を目的に来院した。1週間前に発熱と咽頭痛が出現し自宅近くの診療所を受診した際、白血球増多を指摘されたため紹介受診した。体温37.8°C。脈拍 92/分、整。血圧118/76mmHg。眼瞼結膜と眼球結膜とに異常を認めない。両側扁桃の発赤と腫大があり、表面に白苔を認める。両側頸部に径2cmの圧痛を伴うリンパ節を複数触知する。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肋骨弓下に肝を2cm触知する。脾は触知しない。血液所見: 赤血球 493 万、Hb 14.3 g/dL、Ht 44 %、白血球 26,000(桿状核好中球1%、分葉核好中球7%、好酸球0%、好塩基球0%、単球2%、リンパ球75%、異型リンパ球15%),血小板 18 万。血液生化学所見: 総ビリルビン 1.3 mg/dL、直接ビリルビン 0.7 mg/dL、AST 202 U/L、ALT 268 U/L、LD 637 U/L (基準124〜222)、ALP 306 U/L (基準38〜113)、クレアチニン 0.9 mg/dL、尿酸 7.1 mg/dL.CRP 0.9 mg/dL。この患者への対応で適切なのはどれか。

a 経過観察
b 血漿交換
c アシクロビル投与
d アンピシリン投与
e 殺細胞性抗癌薬投与",,2025年8月17日 23:08 (JST),base_data,"解答:
正解:a(正答率 89.6%)",notion_existing
118D53,118,D,53,e,99,No,Yes,No,No,"55歳の男性。労作時の息切れを主訴に来院した。6ヵ月前に霧視を訴えぶどう膜炎の診断で治療を受けている。1ヵ月前から階段昇降時に息切れを自覚したため受診した。意識は清明。体温36.5°C。脈拍 40/分、整。血圧112/74mmHg。呼吸数16/分。SpO2 97%(room air)。心音でIII音を聴取する。呼吸音に異常を認めない。神経診察に異常を認めない。血液所見: 赤血球 423 万、Hb 13.1 g/dL、Ht 42 %、白血球 5,800、血小板 18 万。血液生化学所見: 総蛋白 6.7 g/dL、AST 25 U/L、ALT 20 U/L、尿素窒素 24 mg/dL、クレアチニン 1.2 mg/dL、血糖 92 mg/dL、脳性ナトリウム利尿ペプチド〈BNP〉470pg/mL (基準18.4以下).CRP 0.1 mg/dL.12誘導心電図は心拍数42/分の完全房室ブロックを認める。心エコー検査で左室拡張末期径60mm,左室駆出率38%、左室壁厚は中隔、後壁とも8mmで左室中隔基部の菲薄化を認めた。心筋生検組織のH-E染色標本を次に示す。 診断はどれか。",,"a. 拡張型心筋症
b. 拘束型心筋症
c. 肥大型心筋症
d. 心アミロイドーシス
e. 心サルコイドーシス","118D53
55歳の男性。労作時の息切れを主訴に来院した。6ヵ月前に霧視を訴えぶどう膜炎の診断で治療を受けている。1ヵ月前から階段昇降時に息切れを自覚したため受診した。意識は清明。体温36.5°C。脈拍 40/分、整。血圧112/74mmHg。呼吸数16/分。SpO2 97%(room air)。心音でIII音を聴取する。呼吸音に異常を認めない。神経診察に異常を認めない。血液所見: 赤血球 423 万、Hb 13.1 g/dL、Ht 42 %、白血球 5,800、血小板 18 万。血液生化学所見: 総蛋白 6.7 g/dL、AST 25 U/L、ALT 20 U/L、尿素窒素 24 mg/dL、クレアチニン 1.2 mg/dL、血糖 92 mg/dL、脳性ナトリウム利尿ペプチド〈BNP〉470pg/mL (基準18.4以下).CRP 0.1 mg/dL.12誘導心電図は心拍数42/分の完全房室ブロックを認める。心エコー検査で左室拡張末期径60mm,左室駆出率38%、左室壁厚は中隔、後壁とも8mmで左室中隔基部の菲薄化を認めた。心筋生検組織のH-E染色標本を次に示す。 診断はどれか。

a 拡張型心筋症
b 拘束型心筋症
c 肥大型心筋症
d 心アミロイドーシス
e 心サルコイドーシス",画像問題,2025年8月17日 23:08 (JST),base_data,"解答:
正解:e(正答率 99.0%)",notion_existing
118D54,118,D,54,d,93.3,No,Yes,No,No,56歳の男性。右眼痛を主訴に来院した。1ヵ月前に右の聴神経腫瘍を切除した。術後しばらくして右眼の充血と痛みに気付いた。右眼痛は持続している。開瞼時と閉瞼時の写真を次に示す。 診断はどれか。,,"a. 外上斜視
b. 眼瞼下垂
c. 眼瞼内反
d. 顔面神経麻痺
e. 動眼神経麻痺","118D54
56歳の男性。右眼痛を主訴に来院した。1ヵ月前に右の聴神経腫瘍を切除した。術後しばらくして右眼の充血と痛みに気付いた。右眼痛は持続している。開瞼時と閉瞼時の写真を次に示す。 診断はどれか。

a 外上斜視
b 眼瞼下垂
c 眼瞼内反
d 顔面神経麻痺
e 動眼神経麻痺",画像問題,2025年8月17日 23:08 (JST),base_data,"解答:
正解:d(正答率 93.3%)",notion_existing
118D55,118,D,55,c,97.2,No,No,No,No,78歳の男性。入院中に肺炎を発症し喀痰検査を施行したところ多剤耐性緑膿菌を検出した。 感染予防策で適切なのはどれか。,,"a. 個室管理は必要ない。
b. N95マスクを着用し診察する。
c. 病室に出入りする人全員が同様に予防策を理解する。
d. 手袋を使用して患者に接触した場合、手袋を外せば手洗いは必要ない。
e. 痰の吸引をしなければPersonal Protective Equipment〈PPE〉は必要ない。","118D55
78歳の男性。入院中に肺炎を発症し喀痰検査を施行したところ多剤耐性緑膿菌を検出した。 感染予防策で適切なのはどれか。

a 個室管理は必要ない。
b N95マスクを着用し診察する。
c 病室に出入りする人全員が同様に予防策を理解する。
d 手袋を使用して患者に接触した場合、手袋を外せば手洗いは必要ない。
e 痰の吸引をしなければPersonal Protective Equipment〈PPE〉は必要ない。",,2025年8月17日 23:08 (JST),base_data,"解答:
正解:c(正答率 97.2%)",notion_existing
118D56,118,D,56,b,79.1,No,Yes,No,No,55歳の男性。嚥下障害を主訴に来院した。35歳ごろに両手に粗大な動作時振戦と下肢の筋力低下が出現し、徐々に進行した。40歳ごろには上肢にも筋力低下がみられるようになった。50歳ごろには、呂律が回りにくくなり、半年前から嚥下障害が出現し開鼻声になった。平地歩行はかろうじて可能である。発話の際に顔面筋の線維束性収縮が認められる。患者は3人兄弟の末子で兄が同じ症状を示すという。挺舌時の写真を次に示す。 最も考えられるのはどれか。,,"a. Huntington病
b. 球脊髄性筋萎縮症
c. 副腎白質ジストロフィー
d. Charcot-Marie-Tooth病
e. Becker型進行性筋ジストロフィー","118D56
55歳の男性。嚥下障害を主訴に来院した。35歳ごろに両手に粗大な動作時振戦と下肢の筋力低下が出現し、徐々に進行した。40歳ごろには上肢にも筋力低下がみられるようになった。50歳ごろには、呂律が回りにくくなり、半年前から嚥下障害が出現し開鼻声になった。平地歩行はかろうじて可能である。発話の際に顔面筋の線維束性収縮が認められる。患者は3人兄弟の末子で兄が同じ症状を示すという。挺舌時の写真を次に示す。 最も考えられるのはどれか。

a Huntington病
b 球脊髄性筋萎縮症
c 副腎白質ジストロフィー
d Charcot-Marie-Tooth病
e Becker型進行性筋ジストロフィー",画像問題,2025年8月17日 23:08 (JST),base_data,"解答:
正解:b(正答率 79.1%)",notion_existing
118D57,118,D,57,e,92.4,No,Yes,No,No,67歳の男性。意識障害のため救急車で搬入された。1週間前から頭痛と悪心を自覚した。昨晩に両下肢の脱力が出現し体動困難となった。本日朝から意識状態が悪化したため家族が救急車を要請した。約1ヵ月半前に転倒して頭部を打撲した。来院時の意識レベルはJCSII-20.体温36.3°C。心拍数64/分、整。血圧134/88mmHg。呼吸数16/分。SpO2 98%(room air)。瞳孔は両側2.5mm大で左右差は認めなかった。四肢の動きに左右差は認めないが、起立は困難であった。血液生化学所見: 血糖 116 mg/dL。約1ヵ月半前の頭部打撲時の頭部単純CT水平断像(A)と来院時の頭部単純CT水平断像(B)を次に示す。 この患者に行うべき対応はどれか。,,"a. 経過観察
b. 減圧開頭術
c. ステント留置術
d. 脳室ドレナージ術
e. 穿頭血腫ドレナージ術","118D57
67歳の男性。意識障害のため救急車で搬入された。1週間前から頭痛と悪心を自覚した。昨晩に両下肢の脱力が出現し体動困難となった。本日朝から意識状態が悪化したため家族が救急車を要請した。約1ヵ月半前に転倒して頭部を打撲した。来院時の意識レベルはJCSII-20.体温36.3°C。心拍数64/分、整。血圧134/88mmHg。呼吸数16/分。SpO2 98%(room air)。瞳孔は両側2.5mm大で左右差は認めなかった。四肢の動きに左右差は認めないが、起立は困難であった。血液生化学所見: 血糖 116 mg/dL。約1ヵ月半前の頭部打撲時の頭部単純CT水平断像(A)と来院時の頭部単純CT水平断像(B)を次に示す。 この患者に行うべき対応はどれか。

a 経過観察
b 減圧開頭術
c ステント留置術
d 脳室ドレナージ術
e 穿頭血腫ドレナージ術",画像問題,2025年8月17日 23:08 (JST),base_data,"解答:
正解:e(正答率 92.4%)",notion_existing
118D58,118,D,58,b,98.7,No,No,No,No,"63歳の男性。下痢を主訴に来院した。50歳時から飲酒後に上腹部痛と背部痛を繰り返すため自宅近くの診療所に通院し、禁酒指導を受けていた。55歳から通院を中断していた。半年前から1日8回の下痢が持続するため8年ぶりに受診した。飲酒は日本酒5合/日を43年間。身長168cm、体重45kg。胸部と腹部とに異常を認めない。血液所見: 赤血球 402 万、Hb 12.1 g/dL、Ht 40 %、白血球 4,200、血小板 18 万。血液生化学所見: 総蛋白 6.8 g/dL、アルブミン 3.5 g/dL、総ビリルビン 0.8 mg/dL、AST 17 U/L、ALT 28 U/L、LD 199 U/L (基準124〜222)、ALP 43 U/L (基準38〜113)、アミラーゼ40U/L (基準44〜132)、血糖 96 mg/dL、HbA1c 6.2 % (基準4.9〜6.0)、CA19-9 36U/mL (基準37以下)。腹部超音波検査で膵臓にびまん性の石灰化を認めたが、腫瘤は指摘されなかった。 この患者にみられるのはどれか。",,"a. 黒色便
b. 脂肪便
c. 粘血便
d. 灰白色便
e. 兎糞状便","118D58
63歳の男性。下痢を主訴に来院した。50歳時から飲酒後に上腹部痛と背部痛を繰り返すため自宅近くの診療所に通院し、禁酒指導を受けていた。55歳から通院を中断していた。半年前から1日8回の下痢が持続するため8年ぶりに受診した。飲酒は日本酒5合/日を43年間。身長168cm、体重45kg。胸部と腹部とに異常を認めない。血液所見: 赤血球 402 万、Hb 12.1 g/dL、Ht 40 %、白血球 4,200、血小板 18 万。血液生化学所見: 総蛋白 6.8 g/dL、アルブミン 3.5 g/dL、総ビリルビン 0.8 mg/dL、AST 17 U/L、ALT 28 U/L、LD 199 U/L (基準124〜222)、ALP 43 U/L (基準38〜113)、アミラーゼ40U/L (基準44〜132)、血糖 96 mg/dL、HbA1c 6.2 % (基準4.9〜6.0)、CA19-9 36U/mL (基準37以下)。腹部超音波検査で膵臓にびまん性の石灰化を認めたが、腫瘤は指摘されなかった。 この患者にみられるのはどれか。

a 黒色便
b 脂肪便
c 粘血便
d 灰白色便
e 兎糞状便",,2025年8月17日 23:08 (JST),base_data,"解答:
正解:b(正答率 98.7%)",notion_existing
118D59,118,D,59,e,99.5,No,No,No,No,24歳の女性。職場で過量服薬を繰り返すため通院中の精神科を受診した。小学生までは生活面と成績に問題なく、教師から高い評価を受けていた。中学生ごろから学校で突然怒り出すようになり、高校生から男性と交際して別れることを繰り返すようになった。20歳ごろから交際相手と別れ話が出るたびに自傷行為を繰り返していた。22歳で大学卒業後、事務職として就職。精神科の通院を開始して、抗うつ薬と睡眠薬の処方を受けるようになった。職場でミスを指摘されると、一度に10錠程度の睡眠薬を内服することを繰り返していた。 診断はどれか。,,"a. 双極性障害
b. 統合失調症
c. 自閉スペクトラム症
d. 注意欠如多動性障害〈注意欠如多動症〉
e. パーソナリティ障害〈パーソナリティ症〉","118D59
24歳の女性。職場で過量服薬を繰り返すため通院中の精神科を受診した。小学生までは生活面と成績に問題なく、教師から高い評価を受けていた。中学生ごろから学校で突然怒り出すようになり、高校生から男性と交際して別れることを繰り返すようになった。20歳ごろから交際相手と別れ話が出るたびに自傷行為を繰り返していた。22歳で大学卒業後、事務職として就職。精神科の通院を開始して、抗うつ薬と睡眠薬の処方を受けるようになった。職場でミスを指摘されると、一度に10錠程度の睡眠薬を内服することを繰り返していた。 診断はどれか。

a 双極性障害
b 統合失調症
c 自閉スペクトラム症
d 注意欠如多動性障害〈注意欠如多動症〉
e パーソナリティ障害〈パーソナリティ症〉",,2025年8月17日 23:08 (JST),base_data,"解答:
正解:e(正答率 99.5%)",notion_existing
118D6,118,D,6,e,80.8,No,No,No,No,成人男性の急性腎盂腎炎をきたす原因で最も頻度が高いのはどれか。,,"a. 性感染症
b. 過活動膀胱
c. 糖尿病腎症
d. 間質性膀胱炎
e. 尿管嵌頓結石","118D6
成人男性の急性腎盂腎炎をきたす原因で最も頻度が高いのはどれか。

a 性感染症
b 過活動膀胱
c 糖尿病腎症
d 間質性膀胱炎
e 尿管嵌頓結石",,2025年8月17日 23:05 (JST),base_data,"解答:
正解:e(正答率 80.8%)",notion_existing
118D60,118,D,60,e,89.8,No,No,No,No,"56歳の女性。頭痛を主訴に来院した。10年前から高血圧症でカルシウム拮抗薬を内服している。2年前の冬から両手指が蒼白になることに気づいた。6ヵ月前から両手指の腫れが出現した。2週間前から頭痛が出現し持続したため受診した。意識は清明。身長165cm、体重52kg。体温36.5°C。脈拍 100/分、整。血圧176/102mmHg(1ヵ月前は120/80mmHg)。呼吸数16/分。SpO2 96%(room air)。手指から前腕まで皮膚硬化を認める。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝・脾を触知しない。両下腿に圧痕性浮腫を認める。神経診察で異常を認めない。尿所見: 蛋白1+,潜血1+。血液所見: 赤血球 406 万、Hb 10.9 g/dL、Ht 40 %、網赤血球1.2%、白血球 4,300(好中球69%、好酸球1%、好塩基球1%、単球8%、リンパ球21%),血小板 15 万。血液生化学所見: 総蛋白 7.5 g/dL、アルブミン 3.6 g/dL、総ビリルビン 1.1 mg/dL、AST 28 U/L、ALT 16 U/L、LD 197 U/L (基準124〜222)、γ-GT 32U/L (基準9〜32)、CK 122U/L (基準41〜153)、尿素窒素 40 mg/dL、クレアチニン 1.8 mg/dL(1ヵ月前は0.7mg/dL),Na 139 mEq/L、K 4.8 mEq/L、Cl 97 mEq/L、血漿レニン活性8.6ng/mL/時間(基準1.2〜2.5)。免疫血清学所見: CRP 0.5 mg/dL、抗核抗体160倍(基準20以下),抗RNAポリメラーゼIII抗体陽性。腹部超音波検査で腎尿路系に異常を認めない。 この患者に適切な治療薬はどれか。",,"a. β遮断薬
b. ループ利尿薬
c. グルココルチコイド
d. 抗コリンエステラーゼ薬
e. アンジオテンシン変換酵素〈ACE〉阻害薬","118D60
56歳の女性。頭痛を主訴に来院した。10年前から高血圧症でカルシウム拮抗薬を内服している。2年前の冬から両手指が蒼白になることに気づいた。6ヵ月前から両手指の腫れが出現した。2週間前から頭痛が出現し持続したため受診した。意識は清明。身長165cm、体重52kg。体温36.5°C。脈拍 100/分、整。血圧176/102mmHg(1ヵ月前は120/80mmHg)。呼吸数16/分。SpO2 96%(room air)。手指から前腕まで皮膚硬化を認める。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝・脾を触知しない。両下腿に圧痕性浮腫を認める。神経診察で異常を認めない。尿所見: 蛋白1+,潜血1+。血液所見: 赤血球 406 万、Hb 10.9 g/dL、Ht 40 %、網赤血球1.2%、白血球 4,300(好中球69%、好酸球1%、好塩基球1%、単球8%、リンパ球21%),血小板 15 万。血液生化学所見: 総蛋白 7.5 g/dL、アルブミン 3.6 g/dL、総ビリルビン 1.1 mg/dL、AST 28 U/L、ALT 16 U/L、LD 197 U/L (基準124〜222)、γ-GT 32U/L (基準9〜32)、CK 122U/L (基準41〜153)、尿素窒素 40 mg/dL、クレアチニン 1.8 mg/dL(1ヵ月前は0.7mg/dL),Na 139 mEq/L、K 4.8 mEq/L、Cl 97 mEq/L、血漿レニン活性8.6ng/mL/時間(基準1.2〜2.5)。免疫血清学所見: CRP 0.5 mg/dL、抗核抗体160倍(基準20以下),抗RNAポリメラーゼIII抗体陽性。腹部超音波検査で腎尿路系に異常を認めない。 この患者に適切な治療薬はどれか。

a β遮断薬
b ループ利尿薬
c グルココルチコイド
d 抗コリンエステラーゼ薬
e アンジオテンシン変換酵素〈ACE〉阻害薬",,2025年8月17日 23:08 (JST),base_data,"解答:
正解:e(正答率 89.8%)",notion_existing
