問題ID,年度,セクション,問題番号,ソース,コンテンツ
119C69,119,C,69,web_display_added,"119C69
この患者で認める可能性が高いのはどれか。
a 失語
b 運動失調
c 感覚障害
d 項部硬直
e 起立性低血圧
================================================================================"
119C7,119,C,7,base_data,"解答:
正解:e(正答率 97.6%)"
119C70,119,C,70,web_display_added,"119C70
診断に有用なのはどれか。 C068
a FDG-PET
b 頸椎単純CT
c 頸部超音波検査
d 脳血管造影検査
e ドパミントランスポーターシンチグラフィ
================================================================================"
119C71,119,C,71,base_data,"-73 基準値
次の文を読み，71〜73の問いに答えよ．
85歳の女性．悪心を主訴に来院した．
現病歴：3日前から悪心があり，症状が悪化したため息子に付き添われて来院した．自宅近くの診療所にて，10年前から脂質異常症の治療で①スタチンを服用していた．また，同時期から便秘症のため②酸化マグネシウムを服用していた．息子によると，最近は特に便が硬く③市販の下剤を追加で服用していたという．診療所での④最後の血液検査は1年前である．70歳過ぎから⑤「腎臓の数値が高め」と言われていたという．
既往歴：75歳時から脂質異常症と便秘のため自宅近くの診療所に通院している．
生活歴：息子と2人暮らし．喫煙歴はない．飲酒は機会飲酒．
家族歴：父は75歳時に脳梗塞で死亡．母は85歳時に老衰で死亡．
現症：意識は清明であるが受け答えはやや緩慢である．身長151cm，体重35kg．体温36.9℃．脈拍32/分，整．血圧92/50mmHg．呼吸数18/分．SpO2 96％（room air）．皮膚は乾燥しているが，色素沈着は認めない．眼瞼結膜と眼球結膜とに異常を認めない．頸静脈の怒張を認めない．甲状腺腫大を認めない．心音と呼吸音とに異常を認めない．腹部はやや膨満，軟．腸雑音はやや減弱．圧痛はなく，肝・脾を触知しない．四肢末梢は冷たいが，チアノーゼや浮腫を認めない．神経診察で異常を認めない．
検査所見：尿所見：蛋白（－），糖（－），ケトン体（－）．血液所見：赤血球400万，Hb 11.5g/dL，Ht 35％，白血球6,300，血小板25万．血液生化学所見：総蛋白6.1g/dL，アルブミン4.1g/dL，総ビリルビン0.9mg/dL，直接ビリルビン0.2mg/dL，AST 28U/L，ALT 16U/L，LD 147U/L（基準124〜222），ALP 46U/L（基準38〜113），γ-GT 26U/L（基準9〜32），CK 42U/L（基準41〜153），尿素窒素38mg/dL，クレアチニン2.4mg/dL，尿酸6.9mg/dL，血糖76mg/dL，総コレステロール182mg/dL，トリグリセリド90mg/dL，Na 141mEq/L，K 4.5mEq/L，Cl 103mEq/L，Ca 9.5mg/dL，P 3.5mg/dL．CRP 0.9mg/dL．動脈血ガス分析（room air）：pH "
119C72,119,C,72,web_display_added,"119C72
次に行うべき検査はどれか。
a 脳波検査
b 頭部MRI
c 心電図検査
d 腹部超音波検査
e 胸部X線撮影
================================================================================"
119C73,119,C,73,web_display_added,"119C73
まず投与すべきなのはどれか。 C071
a 生理食塩液
b マニトール
c アドレナリン
d プレドニゾロン
e 硫酸マグネシウム
================================================================================"
119C74,119,C,74,base_data,"解答:
正解:36(正答率 94.1%)"
119C75,119,C,75,base_data,"解答:
正解:27(正答率 96.0%)"
119C8,119,C,8,base_data,"解答:
正解:d(正答率 93.4%)"
119C9,119,C,9,base_data,"解答:
正解:c(正答率 98.3%)"
119D1,119,D,1,base_data,"解答:
正解:d(正答率 95.7%)"
119D10,119,D,10,base_data,"解答:
正解:d(正答率 94.4%)"
119D11,119,D,11,base_data,"解答:
正解:d(正答率 97.9%)"
119D12,119,D,12,base_data,"解答:
正解:c,d(正答率 86.7%)"
119D13,119,D,13,base_data,"解答:
正解:a,b(正答率 93.8%)"
119D14,119,D,14,base_data,"解答:
正解:b,e(正答率 75.5%)"
119D15,119,D,15,base_data,"解答:
正解:b,c,d(正答率 90.2%)"
119D16,119,D,16,base_data,"解答:
正解:a(正答率 61.5%)"
119D17,119,D,17,base_data,"解答:
正解:e(正答率 81.4%)"
119D18,119,D,18,base_data,"解答:
正解:e(正答率 96.7%)"
119D19,119,D,19,base_data,"解答:
正解:b(正答率 61.6%)"
119D2,119,D,2,base_data,"解答:
正解:b(正答率 86.5%)"
119D20,119,D,20,base_data,"解答:
正解:a(正答率 97.5%)"
119D21,119,D,21,base_data,"解答:
正解:c(正答率 59.4%)"
119D22,119,D,22,base_data,"解答:
正解:c(正答率 81.8%)"
119D23,119,D,23,base_data,"解答:
正解:e(正答率 91.2%)"
119D24,119,D,24,base_data,"解答:
正解:d(正答率 92.8%)"
119D25,119,D,25,base_data,"解答:
正解:c(正答率 98.7%)"
119D26,119,D,26,base_data,"解答:
正解:c(正答率 96.6%)"
119D27,119,D,27,base_data,"解答:
正解:b(正答率 94.5%)"
119D28,119,D,28,base_data,"解答:
正解:e(正答率 85.2%)"
119D29,119,D,29,base_data,"解答:
正解:c(正答率 99.4%)"
119D3,119,D,3,base_data,"解答:
正解:c(正答率 99.2%)"
119D30,119,D,30,base_data,"解答:
正解:e(正答率 99.7%)"
119D31,119,D,31,base_data,"解答:
正解:c(正答率 62.3%)"
119D32,119,D,32,base_data,"解答:
正解:c(正答率 99.4%)"
119D33,119,D,33,base_data,"解答:
正解:d(正答率 84.7%)"
119D34,119,D,34,base_data,"解答:
正解:e(正答率 98.0%)"
119D35,119,D,35,base_data,"解答:
正解:b(正答率 96.1%)"
119D36,119,D,36,base_data,"解答:
正解:e(正答率 81.4%)"
119D37,119,D,37,base_data,"解答:
正解:d(正答率 95.0%)"
119D38,119,D,38,base_data,"解答:
正解:e(正答率 95.1%)"
119D39,119,D,39,base_data,"解答:
正解:e(正答率 96.9%)"
119D4,119,D,4,base_data,"解答:
正解:b(正答率 76.7%)"
119D40,119,D,40,base_data,"解答:
正解:a(正答率 87.5%)"
119D41,119,D,41,base_data,"解答:
正解:c(正答率 94.4%)"
119D42,119,D,42,base_data,"解答:
正解:d(正答率 97.1%)"
119D43,119,D,43,base_data,"解答:
正解:e(正答率 95.8%)"
119D44,119,D,44,base_data,"解答:
正解:b(正答率 62.0%)"
119D45,119,D,45,base_data,"解答:
正解:d(正答率 64.4%)"
119D46,119,D,46,base_data,"解答:
正解:e(正答率 99.6%)"
119D47,119,D,47,base_data,"解答:
正解:e(正答率 75.5%)"
119D48,119,D,48,base_data,"解答:
正解:e(正答率 98.9%)"
119D49,119,D,49,base_data,"解答:
正解:e(正答率 94.0%)"
119D5,119,D,5,base_data,"解答:
正解:e(正答率 93.7%)"
119D50,119,D,50,base_data,"解答:
正解:b(正答率 84.9%)"
119D51,119,D,51,base_data,"解答:
正解:b(正答率 99.1%)"
119D52,119,D,52,base_data,"解答:
正解:a(正答率 88.2%)"
119D53,119,D,53,base_data,"解答:
正解:d(正答率 67.0%)"
119D54,119,D,54,base_data,"解答:
正解:c(正答率 79.7%)"
119D55,119,D,55,base_data,"解答:
正解:c(正答率 92.9%)"
119D56,119,D,56,base_data,"解答:
正解:d(正答率 82.1%)"
119D57,119,D,57,base_data,"解答:
正解:d(正答率 81.4%)"
119D58,119,D,58,base_data,"解答:
正解:e(正答率 61.1%)"
119D59,119,D,59,base_data,"解答:
正解:d(正答率 68.7%)"
119D6,119,D,6,base_data,"解答:
正解:c(正答率 48.1%)"
119D60,119,D,60,base_data,"解答:
正解:c(正答率 98.6%)"
119D61,119,D,61,base_data,"解答:
正解:c(正答率 95.7%)"
119D62,119,D,62,base_data,"解答:
正解:e(正答率 97.0%)"
119D63,119,D,63,base_data,"解答:
正解:b(正答率 83.9%)"
119D64,119,D,64,base_data,"解答:
正解:e(正答率 96.9%)"
119D65,119,D,65,base_data,"解答:
正解:c(正答率 97.9%)"
119D66,119,D,66,base_data,"解答:
正解:b(正答率 98.3%)"
119D67,119,D,67,base_data,"解答:
正解:d(正答率 84.8%)"
119D68,119,D,68,base_data,"解答:
正解:d(正答率 92.6%)"
119D69,119,D,69,base_data,"解答:
正解:b(正答率 94.7%)"
119D7,119,D,7,base_data,"解答:
正解:d(正答率 79.9%)"
119D70,119,D,70,base_data,"解答:
正解:b,e(正答率 96.3%)"
119D71,119,D,71,base_data,"解答:
正解:b,e(正答率 74.0%)"
119D72,119,D,72,base_data,"解答:
正解:b,c(正答率 12.7%)"
119D73,119,D,73,base_data,"解答:
正解:b,c(正答率 82.9%)"
119D74,119,D,74,base_data,"解答:
正解:b,c(正答率 93.6%)"
119D75,119,D,75,base_data,"解答:
正解:a,b,c(正答率 98.5%)"
119D8,119,D,8,base_data,"解答:
正解:b(正答率 91.3%)"
119D9,119,D,9,base_data,"解答:
正解:a(正答率 52.3%)"
119E1,119,E,1,base_data,"解答:
正解:d(正答率 67.4%)"
119E10,119,E,10,base_data,"解答:
正解:a(正答率 94.4%)"
119E11,119,E,11,base_data,"解答:
正解:e(正答率 99.7%)"
119E12,119,E,12,base_data,"解答:
正解:e(正答率 91.4%)"
119E13,119,E,13,base_data,"解答:
正解:e(正答率 98.2%)"
119E14,119,E,14,base_data,"解答:
正解:a(正答率 81.3%)"
119E15,119,E,15,base_data,"解答:
正解:c(正答率 98.2%)"
119E16,119,E,16,base_data,"解答:
正解:e(正答率 92.2%)"
119E17,119,E,17,base_data,"解答:
正解:a(正答率 57.0%)"
119E18,119,E,18,base_data,"解答:
正解:d(正答率 78.1%)"
119E19,119,E,19,base_data,"解答:
正解:e(正答率 83.3%)"
119E2,119,E,2,base_data,"解答:
正解:c(正答率 78.4%)"
119E20,119,E,20,base_data,"解答:
正解:d(正答率 87.7%)"
119E21,119,E,21,base_data,"解答:
正解:e(正答率 71.1%)"
119E22,119,E,22,base_data,"解答:
正解:a(正答率 99.4%)"
119E23,119,E,23,base_data,"解答:
正解:a(正答率 77.6%)"
119E24,119,E,24,base_data,"解答:
正解:e(正答率 99.7%)"
119E25,119,E,25,base_data,"解答:
正解:d(正答率 92.6%)"
119E26,119,E,26,base_data,"解答:
正解:b(正答率 99.1%)"
119E27,119,E,27,base_data,"解答:
正解:d(正答率 97.6%)"
119E28,119,E,28,base_data,"解答:
正解:a,c(正答率 87.1%)"
119E29,119,E,29,base_data,"解答:
正解:b(正答率 99.4%)"
119E3,119,E,3,base_data,"解答:
正解:e(正答率 64.7%)"
119E30,119,E,30,base_data,"解答:
正解:b(正答率 94.2%)"
119E31,119,E,31,base_data,"解答:
正解:e(正答率 97.7%)"
119E32,119,E,32,base_data,"解答:
正解:d(正答率 87.7%)"
119E33,119,E,33,base_data,"解答:
正解:c(正答率 77.3%)"
119E34,119,E,34,base_data,"解答:
正解:e(正答率 99.3%)"
119E35,119,E,35,base_data,"解答:
正解:d(正答率 95.8%)"
119E36,119,E,36,base_data,"解答:
正解:e(正答率 90.9%)"
119E37,119,E,37,base_data,"解答:
正解:c(正答率 99.9%)"
119E38,119,E,38,base_data,"解答:
正解:c(正答率 85.0%)"
119E39,119,E,39,base_data,"解答:
正解:e(正答率 92.2%)"
119E4,119,E,4,base_data,"解答:
正解:b(正答率 89.5%)"
119E40,119,E,40,base_data,"解答:
正解:b(正答率 99.5%)"
119E41,119,E,41,base_data,"-42 基準値
次の文を読み，41，42の問いに答えよ．
52歳の女性．腹部造影CT検査のために来院した．
現病歴：2週間前の健康診断で実施された腹部超音波検査で肝臓の結節性病変を指摘されたため，精査目的で受診した．医師から造影CT検査について説明を受け，静脈路確保後に腹部造影CT検査が施行された．造影CT検査前の意識は清明で，バイタルサインに異常は認めなかったが，検査を終了してから5分後に息苦しさと気分不快が出現した．
既往歴：脂質異常症で食事療法を行っている．
生活歴：会社で事務職をしている．夫と2人暮らし．喫煙歴はない．飲酒は機会飲酒．ペットは飼育していない．
家族歴：父が肺癌．
現症：意識レベルはJCSⅡ-10．身長160cm，体重56kg．体温35.0℃．脈拍112/分，整．血圧76/48mmHg．呼吸数28/分．SpO2 96％（room air）．毛細血管再充満時間は3秒である．冷感と皮膚の湿潤を認める．眼瞼結膜と眼球結膜とに異常を認めない．顔面に浮腫，胸腹部に発赤と腫脹を認める．心音に異常を認めない．発声は可能であるが，吸気性喘鳴を認める．
[E041]
直ちに投与すべき薬剤はどれか．
ａ　アドレナリン
99.3%
ｂ　アトロピン
0.2%
ｃ　グルココルチコイド
0.4%
ｄ　グルコン酸カルシウム
0.1%
ｅ　ジアゼパム
0.1%
[E042]
経過観察のために入院となったが，症状は消失し，翌日に退院した．入院中に病歴を再度聴取したところ，以前にヨード造影剤を静注した際に気分不快が出現したことが判明した．
この患者における有害事象の再発防止に必要なのはどれか．
ａ　クリニカルパスを作成する．
6.8%
ｂ　医療事故調査制度を利用する．
2.4%
ｃ　医療安全支援センターを利用する．
1.4%
ｄ　使用した造影剤の製薬会社に報告する．
0.0%
ｅ　患者の診療録上の所定の位置に有害事象を記録する．
89.5%
リトライ
[掲載頁：QB2026 Z-1326]
E041
解答:
正解:a(正答率 99.3%)
結果:
E042
解答:
正解:e(正答率 89.5%)"
119E42,119,E,42,web_display_added,"119E42
経過観察のために入院となったが、症状は消失し、翌日に退院した。入院中に病歴を再度聴取したところ、以前にヨード造影剤を静注した際に気分不快が出現したことが判明した。 この患者における有害事象の再発防止に必要なのはどれか。 E041
a クリニカルパスを作成する。
b 医療事故調査制度を利用する。
c 医療安全支援センターを利用する。
d 使用した造影剤の製薬会社に報告する。
e 患者の診療録上の所定の位置に有害事象を記録する。
================================================================================"
119E43,119,E,43,base_data,"-44 基準値
次の文を読み，43，44の問いに答えよ．
74歳の女性．感冒様症状を主訴に来院した．
現病歴：現在，医療機関に通院していない．2週間前から，微熱と咳嗽が続き，①食欲が低下している．市販の感冒薬を服用したが，改善しないため受診した．
既往歴：小学生の時に気管支喘息，22歳時に虫垂炎，54歳時に胆石症，68歳時に脊椎圧迫骨折，70歳時に悪性リンパ腫．
生活歴：喫煙歴と飲酒歴はない．
家族歴：母は乳癌で死亡．
現症：意識は清明．身長160cm，体重58kg．体温36.3℃．脈拍84/分，整．血圧120/78mmHg．呼吸数20/分．SpO2 86％（room air）．眼瞼結膜と眼球結膜とに異常を認めない．②頸静脈の怒張を認める．頸部リンパ節を触知しない．心音に異常を認めない．③両肺野にcoarse cracklesを聴取する．腹部は腸雑音に異常を認めない．④肋骨弓下に肝を1cm触知する．⑤両下肢に圧痕性の浮腫を認める．
検査所見：尿所見：蛋白（－），糖（－），ケトン体（－），潜血（－），沈渣に異常を認めない．血液所見：赤血球454万，Hb 13.2g/dL，Ht 42％，白血球7,000，血小板18万，Dダイマー2.6μg/mL（基準1.0以下）．血液生化学所見：アルブミン3.9g/dL，総ビリルビン1.2mg/dL，AST 24U/L，ALT 18U/L，LD 182U/L（基準124〜222），CK 62U/L（基準41〜153），尿素窒素14mg/dL，クレアチニン0.9mg/dL，尿酸6.9mg/dL，血糖84mg/dL，HbA1c 5.8％（基準4.9〜6.0），トリグリセリド74mg/dL，HDLコレステロール36mg/dL，LDLコレステロール76mg/dL，Na 132mEq/L，K 4.0mEq/L，BNP 356pg/mL（基準18.4以下）．CRP 0.3mg/dL．心電図に異常を認めない．胸部X線写真で心胸郭比56％，軽度のうっ血を認める．心エコー検査で左室駆出率32％であった．
[E043]
下線部のうち，左心不全に特徴的な徴候はどれか．
ａ　①
0.2%
ｂ　②
1.3%
ｃ　③
97.1%
ｄ　④
0.2%
ｅ　⑤
1.2%
[E044]
薬剤性の心筋障害を疑った場合，既往歴のうち特に詳細に聴取すべき病歴はどれか．
ａ　気管"
119E44,119,E,44,web_display_added,"119E44
薬剤性の心筋障害を疑った場合、既往歴のうち特に詳細に聴取すべき病歴はどれか。 E043
a 気管支喘息
b 虫垂炎
c 胆石症
d 脊椎圧迫骨折
e 悪性リンパ腫
================================================================================"
119E45,119,E,45,base_data,"-46 基準値
次の文を読み，45，46の問いに答えよ．
32歳の男性．腹痛を主訴に来院した．
現病歴：本日起床時から腹痛が出現した．悪心を伴い朝食を食べられなかった．出社時間となっても症状が改善しないため受診した．
既往歴：小学生時に気管支喘息のため吸入薬を使用していた．
生活歴：広告会社で勤務している．喫煙は10本/日を10年間．飲酒は機会飲酒．4年前に結婚し，妻と1歳の男児の3人暮らし．3年前から猫を2匹飼っている．海外渡航歴はない．
家族歴：父が60歳時に胃癌で手術．母が糖尿病で服薬治療中．
現症：身長178cm，体重68kg．体温37.3℃．脈拍72/分，整．血圧132/78mmHg．眼瞼結膜と眼球結膜とに異常を認めない．甲状腺と頸部リンパ節を触知しない．心音と呼吸音とに異常を認めない．腹部は平坦．腸雑音はやや亢進している．肝・脾を触知しない．腹部正中に軽度の圧痛を認める．下腿に浮腫を認めない．
検査所見：尿所見：蛋白（－），糖（－），ケトン体1＋，潜血（－），沈渣に白血球を認めない．血液所見：赤血球488万，Hb 14.6g/dL，Ht 44％，白血球12,300，血小板21万．血液生化学所見：総蛋白7.6g/dL，アルブミン3.9g/dL，総ビリルビン0.9mg/dL，AST 28U/L，ALT 16U/L，LD 177U/L（基準124〜222），ALP 83U/L（基準38〜113），γ-GT 32U/L（基準13〜64），アミラーゼ50U/L（基準44〜132），CK 60U/L（基準59〜248），尿素窒素19mg/dL，クレアチニン0.9mg/dL，尿酸6.2mg/dL，血糖98mg/dL，Na 134mEq/L，K 4.4mEq/L，Cl 98mEq/L．CRP 1.6mg/dL．
[E045]
検査結果を説明後に，患者から「幼い子供がいるので，うつる病気かどうか心配です」と発言があった．
この発言に対する適切な問診はどれか．
ａ　「夜は眠れますか」
0.2%
ｂ　「便秘はありますか」
0.0%
ｃ　「おなかの張りはありますか」
0.0%
ｄ　「手足のしびれはありますか」
0.0%
ｅ　「周りに同じ症状の人はいますか」
99.7%
[E046]
外来受診後，自宅で安静にしていたが，夕方になり腹痛が増悪したため再受診した．腹痛の部位が移動し，"
119E46,119,E,46,web_display_added,"119E46
外来受診後、自宅で安静にしていたが、夕方になり腹痛が増悪したため再受診した。腹痛の部位が移動し、右下腹部に圧痛を認めた。 この患者に認める可能性の高い所見はどれか。 E045
a 黄疸
b 下血
c 波動
d 金属音
e 反跳痛
================================================================================"
119E47,119,E,47,base_data,"-48 基準値
次の文を読み，47，48の問いに答えよ．
75歳の女性．呼吸困難を主訴に救急車で搬入された．
現病歴：8年前に認知症と診断され，現在は直前の出来事も記憶していない．1週間前から咳嗽が増加し，市販の咳止めを内服したが改善しなかった．昨夜から呼吸困難が強くなり，喘鳴が家族にも聴取できるようになった．かかりつけ医に処方されていた吸入薬を使用したが今朝になっても改善しないため，家族が救急車を要請した．
既往歴：認知症のほかに，40歳時から気管支喘息で発作時の吸入薬を処方されている．
生活歴：喫煙歴と飲酒歴はない．
家族歴：父が80歳時に脳梗塞で死亡．母が65歳時に胃癌で死亡．
現症：ベッド上で仰臥位となっている．会話は可能だが見当識に関連する質問には回答できない．身長143cm，体重46kg．体温36.6℃．心拍数92/分，整．血圧146/68mmHg．呼吸数20/分．SpO2 99％（マスク5L/分　酸素投与下）．頸静脈の怒張を認めない．口腔内と咽頭とに異常を認めない．両側全肺野で呼気時にwheezesを聴取する．腹部は平坦，軟で，肝・脾を触知しない．四肢に浮腫を認めない．
検査所見：尿所見：蛋白（－），糖（－），ケトン体（－），潜血（－）．血液所見：赤血球452万，Hb 13.8g/dL，Ht 41％，白血球5,440（好中球43％，好酸球12％，好塩基球1％，単球6％，リンパ球38％），血小板21万．血液生化学所見：総蛋白7.3g/dL，アルブミン3.7g/dL，総ビリルビン0.5mg/dL，直接ビリルビン0.1mg/dL，AST 19U/L，ALT 10U/L，LD 230U/L（基準124〜222），CK 40U/L（基準41〜153），尿素窒素10mg/dL，クレアチニン0.6mg/dL，尿酸5.3mg/dL，血糖98mg/dL，Na 139mEq/L，K 4.2mEq/L，Cl 106mEq/L，Ca 8.9mg/dL，P 4.0mg/dL．CRP 0.4mg/dL．動脈血ガス分析（マスク5L/分　酸素投与下）：pH 7.46，PaCO2 31Torr，PaO2 92Torr，HCO3－ 21mEq/L．心電図で異常を認めない．胸部X線写真で異常を認めない．
[E047]
この患者の前腕から静脈投与を行う．
静脈留置針の自己抜去を防ぐために行う"
119E48,119,E,48,web_display_added,"119E48
β2刺激薬の吸入を行ったが呼吸困難と喘鳴が改善しない。 次に静脈内投与すべき薬剤はどれか。 E047
a アトロピン
b ジアゼパム
c フロセミド
d アドレナリン
e グルココルチコイド
================================================================================"
119E49,119,E,49,base_data,"-50 基準値
次の文を読み，49，50の問いに答えよ．
17歳の男子．胸痛を主訴に来院した．
現病歴：昨日午後，高校の授業中に左胸部痛と呼吸困難を自覚し，当院を受診し，胸部X線撮影を施行された．一旦帰宅したが，本日朝になっても軽度の左胸痛が持続するため，再度受診した．
既往歴：特記すべきことはない．
生活歴：両親，大学生の兄と同居．アレルギー歴はない．
現症：意識は清明．身長182cm，体重66kg．体温36.5℃．脈拍80/分，整．血圧110/78mmHg．呼吸数18/分．SpO2 96％（room air）．心音に異常を認めない．
検査所見：血液所見：赤血球500万，Hb 14.9g/dL，Ht 45％，白血球8,300，血小板29万．血液生化学所見：AST 21U/L，ALT 18U/L，LD 180U/L（基準124〜222）．本日来院時の胸部X線写真（A）と胸部単純CT（B）とを次に示す．
[E049]
この患者でみられる所見はどれか．
ａ　奇異呼吸
0.1%
ｂ　胸部握雪感
4.8%
ｃ　左上肢浮腫
0.0%
ｄ　左頸静脈怒張
0.4%
ｅ　左呼吸音減弱
94.7%
[E050]
昨日と本日の胸部X線写真を比較して，大きな変化は認められなかった．
適切な治療方針はどれか．
ａ　抗菌薬投与
0.1%
ｂ　昇圧薬投与
0.1%
ｃ　外来で経過観察
92.0%
ｄ　気管支拡張薬吸入
0.2%
ｅ　緊急胸腔鏡下手術
7.5%
リトライ
[掲載頁：QB2026 Z-1334]
E049
解答:
正解:e(正答率 94.7%)
結果:
E050
解答:
正解:c(正答率 92.0%)"
119E5,119,E,5,base_data,"解答:
正解:a(正答率 99.8%)"
119E50,119,E,50,web_display_added,"119E50
昨日と本日の胸部X線写真を比較して、大きな変化は認められなかった。 適切な治療方針はどれか。 E049
a 抗菌薬投与
b 昇圧薬投与
c 外来で経過観察
d 気管支拡張薬吸入
e 緊急胸腔鏡下手術
================================================================================"
119E6,119,E,6,base_data,"解答:
正解:a(正答率 98.2%)"
119E7,119,E,7,base_data,"解答:
正解:b(正答率 99.8%)"
119E8,119,E,8,base_data,"解答:
正解:d(正答率 99.0%)"
119E9,119,E,9,base_data,"解答:
正解:e(正答率 99.0%)"
119F1,119,F,1,base_data,"解答:
正解:a(正答率 98.5%)"
119F10,119,F,10,base_data,"解答:
正解:b(正答率 66.4%)"
119F11,119,F,11,base_data,"解答:
正解:e(正答率 91.3%)"
119F12,119,F,12,base_data,"解答:
正解:d(正答率 61.2%)"
119F13,119,F,13,base_data,"解答:
正解:c(正答率 84.4%)"
119F14,119,F,14,base_data,"解答:
正解:c(正答率 59.2%)"
119F15,119,F,15,base_data,"解答:
正解:d(正答率 80.9%)"
119F16,119,F,16,base_data,"解答:
正解:b(正答率 81.3%)"
119F17,119,F,17,base_data,"解答:
正解:b(正答率 95.1%)"
119F18,119,F,18,base_data,"解答:
正解:c(正答率 88.3%)"
119F19,119,F,19,base_data,"解答:
正解:c(正答率 88.3%)"
119F2,119,F,2,base_data,"解答:
正解:a(正答率 42.9%)"
119F20,119,F,20,base_data,"解答:
正解:b(正答率 47.4%)"
119F21,119,F,21,base_data,"解答:
正解:e(正答率 91.2%)"
119F22,119,F,22,base_data,"解答:
正解:b(正答率 35.9%)"
119F23,119,F,23,base_data,"解答:
正解:e(正答率 33.0%)"
119F24,119,F,24,base_data,"解答:
正解:e(正答率 90.4%)"
119F25,119,F,25,base_data,"解答:
正解:a(正答率 92.1%)"
119F26,119,F,26,base_data,"解答:
正解:a(正答率 64.3%)"
119F27,119,F,27,base_data,"解答:
正解:a(正答率 98.2%)"
119F28,119,F,28,base_data,"解答:
正解:b,d(正答率 85.8%)"
119F29,119,F,29,base_data,"解答:
正解:a,b(正答率 96.8%)"
119F3,119,F,3,base_data,"解答:
正解:d(正答率 93.3%)"
119F30,119,F,30,base_data,"解答:
正解:a,c(正答率 49.8%)"
119F31,119,F,31,base_data,"解答:
正解:a,d(正答率 64.3%)"
119F32,119,F,32,base_data,"解答:
正解:c,e(正答率 93.6%)"
119F33,119,F,33,base_data,"解答:
正解:a,e(正答率 96.5%)"
119F34,119,F,34,base_data,"解答:
正解:b,c,e(正答率 85.1%)"
119F35,119,F,35,base_data,"解答:
正解:b,d,e(正答率 99.1%)"
119F36,119,F,36,base_data,"解答:
正解:d(正答率 84.1%)"
119F37,119,F,37,base_data,"解答:
正解:b(正答率 38.0%)"
119F38,119,F,38,base_data,"解答:
正解:e(正答率 95.8%)"
119F39,119,F,39,base_data,"解答:
正解:c(正答率 97.6%)"
119F4,119,F,4,base_data,"解答:
正解:a(正答率 92.1%)"
119F40,119,F,40,base_data,"解答:
正解:a(正答率 70.1%)"
119F41,119,F,41,base_data,"解答:
正解:c(正答率 72.4%)"
119F42,119,F,42,base_data,"解答:
正解:c(正答率 97.6%)"
119F43,119,F,43,base_data,"解答:
正解:a(正答率 98.6%)"
119F44,119,F,44,base_data,"解答:
正解:e(正答率 99.8%)"
119F45,119,F,45,base_data,"解答:
正解:d(正答率 76.7%)"
119F46,119,F,46,base_data,"解答:
正解:a(正答率 87.2%)"
119F47,119,F,47,base_data,"解答:
正解:c(正答率 95.7%)"
119F48,119,F,48,base_data,"解答:
正解:e(正答率 87.7%)"
119F49,119,F,49,base_data,"解答:
正解:d(正答率 95.9%)"
119F5,119,F,5,base_data,"解答:
正解:e(正答率 75.8%)"
119F50,119,F,50,base_data,"解答:
正解:c(正答率 93.3%)"
119F51,119,F,51,base_data,"解答:
正解:c(正答率 99.0%)"
119F52,119,F,52,base_data,"解答:
正解:a(正答率 88.3%)"
119F53,119,F,53,base_data,"解答:
正解:a(正答率 98.5%)"
119F54,119,F,54,base_data,"解答:
正解:d(正答率 94.3%)"
119F55,119,F,55,base_data,"解答:
正解:d(正答率 87.7%)"
119F56,119,F,56,base_data,"解答:
正解:b,e(正答率 90.0%)"
119F57,119,F,57,base_data,"解答:
正解:b,d(正答率 97.6%)"
119F58,119,F,58,base_data,"解答:
正解:b,c(正答率 97.2%)"
119F59,119,F,59,base_data,"解答:
正解:b,c(正答率 96.1%)"
119F6,119,F,6,base_data,"解答:
正解:e(正答率 91.9%)"
